,node
3248,CENTURY
3249,"CENTURY, TURNER D."
3251,"CERA, KAY"
3252,CERANDA
3253,CERBERUS
3254,CERBERUS II
3255,CEREBRITE ALPHA
3256,CEREBRITE BETA
3257,CEREBRO
3258,CEREBRO MARK XIII |
3259,CEREBRO | MUTANT-X V
3260,CERISE
3261,CERISE II [SHI'AR]
3262,CESIUM
3263,CETHLANN
3264,C.F.
3265,"CHADWICK, CHEER"
3266,"CHADWICK, DR. HESPER"
3267,CHAIN
3268,CHAINSAW/
3269,CHAKA KHAN
3270,CHAKA KHAN II
3271,"CHAKARA, KANU"
3272,"CHAKARA, MADAN"
3273,CHAKRA
3274,CHAKRA II
3275,"CHALIZ, HAZRAM"
3276,"CHALIZ, SHANAZ RAYNA"
3277,"CHALIZ, TABRIAZ"
3278,"CHALKER, PROF. VIC"
3279,"CHALMER, JUDGE"
3280,"CHALMERS, CYNTHIA"
3281,"CHALMERS, JUDGE ROBE"
3282,"CHALMERS, MR."
3283,CHAMBER/JONOTHON STA
3285,"CHAMBERS, MR."
3286,CHAMBLISS
3287,CHAMELEON/DMITRI SME
3305,"CHAMPION, IMUS"
3306,CHAMPION/TRYCO SLATT
3308,CHANCE
3309,CHANCE II/NICHOLAS P
3310,"CHANDLER, PEGGY"
3311,"CHANDRA, DR."
3312,"CHANEY, AMANDA"
3313,"CHANG, DR. PHILLIP"
3314,CHANGELING
3315,"CHANG, IMEI"
3316,"CHAN, SARAH"
3317,CHAOS/DANIEL DASH
3318,"CHAPMAN, DEVIN"
3319,"CHAPMAN, GEN. ULYSSE"
3320,"CHAR, BRON"
3321,CHARCOAL/CHARLIE BUR
3322,CHAR
3323,CHARLIE 27
3324,CHARLIE
3325,CHARM
3326,"CHASE, DETECTIVE SLO"
3327,"CHASE, TREVOR"
3328,"CHASIN, MAJOR"
3329,"CHATTERTON, DAVE"
3330,CHAUFFARD
3331,CHECK
3332,CHEETAH
3333,"CHEEVER, JOHN"
3334,"CHEKOV, ARTHUR ANTON"
3335,CHEMISTRO/CURTIS CAR
3336,CHEMISTRO III
3337,"CHEN, DR."
3338,"CHENEY, LILA"
3339,CHEN
3340,"CHEN, JOANNA"
3341,"CHERRYH, RANDOLPH WI"
3342,CHESBRO
3343,"CHESNEY, SANFORD"
3344,"CHIANG, PROF."
3345,CHI-CHEE
3346,CHI DEMON/PROFESSOR
3347,CHIEF EXAMINER
3348,CHIMERA II
3349,CHIMERA/ZUHN
3350,CHINA DOLL
3351,CHINOOK
3352,CHIRA
3353,CHLOE
3354,CHLORINE
3355,CH'OD
3356,CHONDU
3357,"CHORD, ANDREW"
3358,"CHORD, MIYAMI"
3359,CHROME/
3360,CHROMIUM
3361,CH'THON
3362,CHTYLOK
3363,"CHUNG, LAO WEI"
3364,"CHURCHILL, LORD"
3365,"CHURCHILL, SIR WINST"
3366,"CHURCH, LYNN"
3367,CH'VAYRE
3368,"CICERO, CAESAR BIG C"
3369,CINDER/
3370,"CIR, DYLON"
3371,"CIRE, EYLA"
3372,"CIRE, EZRA"
3373,"CIRE, MANUEL"
3374,"CISCERNOS, SELENA"
3375,CITIZEN V II/HELMUT
3376,CITIZEN V III/DALLAS
3377,CITIZEN V/JOHN WATKI
3378,CITYDWELLER/JERRY |
3379,"CLAREMONT, CHRIS"
3380,CLARISSA
3381,"CLARIS, SVEN"
3382,CLARITY/
3383,"CLARKE, GENERAL JERE"
3384,"CLARK, JOHN"
3385,"CLARK, SARAH"
3386,CLASH/
3387,CLASS CLOWN/GLASS
3388,"CLAYBORNE, REGINA"
3389,"CLAY, GORDON"
3390,"CLAYTON, KATRINKA JA"
3391,CLEA
3392,CLEARCUT/
3393,"CLEARWATER, JUDGE MA"
3394,"CLEMSON, MIKE"
3395,CLEOPATRA
3396,"CLINTON, BILL"
3397,"CLINTON, CHELSEA"
3398,CLOAK/TYRONE JOHNSON
3399,"CLOONEY, DR."
3400,CLOUD
3401,CLOWN/CRAFTY ELIOT F
3402,CLUMSY FOULUP
3403,CLUSTER
3495,COACH
3496,COACHWHIP
3497,COAL TIGER/T'CHALLA
3498,COBALT
3499,COBALT II
3500,COBALT MAN
3501,COBRA/KLAUS VORHEES
3502,COBWEB
3506,COCKROACH/
3507,"COCKRUM, DAVE"
3508,COCO
3509,"CODY, GARY"
3510,CODY
3511,"COFFIN, RAY"
3512,"COFFIN, WARDEN JOHNS"
3513,"COFFY, DET."
3514,COGGER
3518,"COHEN, IZZY"
3519,COIL
3521,COLDBLOOD/
3522,COLDHEART
3523,COLD WARRIOR
3524,"COLE, LYNETTE"
3525,"COLE, PRISCILLA"
3526,"COLE, WADE"
3527,COLLECTIVE MAN
3528,COLLECTIVE MAN II
3529,COLLECTOR/TANELEER T
3530,COLLETTE
3531,"COLLINS, BRADBURY"
3532,"COLLINS, DEMITRIUS"
3533,"COLLINS, EMMA"
3534,"COLLINS, NICK"
3535,"COLLINS, TRACY"
3536,"COLON, CHERYL"
3537,COLOSSUS 2013
3538,COLOSSUS
3539,COLOSSUS II DOPPELGA
3540,COLOSSUS II | MUTANT
3541,COLOSSUS II/PETER RA
3548,COMANCHE
3549,COMBAT/
3554,COMET/HARRIS MOORE
3555,COMET MAN/DR. STEPHE
3556,COMMANDER BLAZE
3557,COMMANDER COURAGE/
3558,COMMANDO/M-NELL
3559,COMMCAST/GARABED BAS
3561,COMPUTO
3562,"CONAN, NEAL"
3563,"CONCIERGE, LE/"
3564,CONDOR
3565,"CONKLIN, CAPT."
3566,"CONNORS, BILLY"
3567,"CONNORS, MARTHA"
3568,"CONOVER, ALYSSA"
3569,"CONOVER, HANNAH"
3570,"CONOVER, REV. WILLIA"
3571,"CONOWAY, SEKMEHT"
3572,CONQUEST/BRIDGET MAL
3573,"CONRAD, LUTHER DUTCH"
3574,"CONROY, KAREN"
3575,CONSTRICTOR/FRANK PA
3576,CONSUELA
3577,CONSUMPTION
3578,CONTEMPLATOR/TATH KI
3579,"CONTONI, PAUL"
3580,"CONTRARES, ANASTASIA"
3581,CONTROLLER/BASIL SAN
3582,CONUNDRUM/
3583,"CONWAY, GERRY"
3584,"COOPER, COLE"
3585,"COOPER, DR. VALERIE"
3586,"COOPER, ROGER CAPS"
3587,"COOPER, TERI"
3588,"COOPER, WHITNEY III"
3589,COPPERHEAD II/
3590,COPPERHEAD III/DAVIS
3591,COPPERHEAD IV/
3592,COPPERHEAD/LAWRENCE
3593,COPPER
3594,"COPPERSMITH, ALFRED"
3595,COPYCAT/VANESSA
3596,CORAL
3597,"CORBEAU, DR. PETER"
3598,"CORD, EDWIN"
3599,CORDITE
3600,"CORD, JANICE"
3601,"CORDOVA, JUAN"
3602,"CORNELIUS, DR."
3603,CORONA/DAGNY FORREST
3604,CORONARY/JIMMY SHARP
3605,CORONER
3606,"CORRIGAN, ARCHIBALD"
3607,CORRUPTOR/JACKSON DA
3608,CORSAIR
3609,"CORSI, TOM"
3610,"CORTES, MARIA PILAR"
3611,"CORTEZ, FABIAN"
3612,COSMIC MESSIAH
3621,COTTONMOUTH
3622,COTTONMOUTH II
3623,COUNTERWEIGHT II/KAT
3624,COUNTERWEIGHT/JACK P
3625,"COUNT NEFARIA, LUCHI"
3626,COURIER/JACOB GAVIN
3627,"COURTNEY, DELPHINE"
3628,"COVEY, LAWRENCE K."
3629,"COWAN, EARL"
3630,"COWEN, BUCK"
3631,"COWEN, ELAINE"
3632,"COY, GENERAL NGUYEN"
3633,COYOTE
3651,"CRAIG, REV."
3652,"CRANDAL, BEN"
3653,CRANUS
3654,"CRAWFORD, GEN."
3655,"CRAWLEY, BETRAND"
3656,CRAZY EIGHT/LESLIE A
3657,"CREED, GRAYDON"
3658,"CREED, GRAYDON | MUT"
3659,CREED
3660,CREEP/
3661,CRIMEBUSTER/FRANK MO
3662,CRIME-BUSTER/
3663,CRIME-MASTER/NICK LU
3664,CRIMEWAVE/
3665,CRIME-WAVE/HOLLIS
3666,CRIMSON COMMANDO/FRA
3667,CRIMSON COWL II/
3668,CRIMSON CRUSADER/ROR
3669,CRIMSON DAFFODIL
3670,CRIMSON DYNAMO II/BO
3671,CRIMSON DYNAMO III/A
3672,CRIMSON DYNAMO IV/YU
3673,CRIMSON DYNAMO/PROF.
3674,CRIMSON DYNAMO V/DIM
3675,CRIMSON DYNAMO VIII/
3676,CRIMSON DYNAMO VI/VA
3677,CRIMSON
3678,CRIPPLER/KARL STRIKL
3679,CRITICAL MASS
3680,CRITIC
3681,CRIX
3682,"CROIX, ASHLEY"
3683,"CROMWELL, HAMILTON"
3684,"CROSSAN, ANNIE"
3685,CROSSBONES/BROCK BIN
3686,CROSSBONES II/
3687,CROSSBOW
3688,CROSSFIRE
3689,"CROSS, GENEVIEVE"
3690,"CROSS, HAROLD"
3691,CROSS/
3692,"CROSS, JASON"
3693,"CROSS, STANLEY"
3694,"CROSS-WALLACE, SIR G"
3695,CROTUS
3696,"CROWE, GERONIMO"
3697,CROWLEY
3698,"CROWLEY, SEN."
3699,CROWN
3700,"CROW, REV. JOSHUA"
3701,CR'REEE
3702,CRUCIBLE/BYRON CALLE
3703,CRULE
3704,CRUSADER II/ARTHUR B
3705,CRUSADER X/BRIAN BRA
3706,CRUSHER/EL PROFESSOR
3707,CRUSHER II/JUAN APON
3708,CRUSHTACEAN
3709,CRUX/CRISTAL LEMIUEX
3713,CRYSTAL [INHUMAN]
3717,CUDGEL/
3718,CUEBALL/
3719,CUFFS/
3720,"CUMMINGS, DIANE"
3722,CURSED LOTUS
3723,"CURSON, LT. TARA"
3724,"CURZON, DETECTIVE IN"
3725,"CUSHING, KATE"
3726,"CUSSLER, PHILLIP"
3727,"CUSSLER, PHILLIP JR."
3728,CUT
3729,CUTTER
3730,CUTTHROAT/DANIEL LEI
3803,CYANIDE JANE
3804,CYBELE [ETERNAL]
3805,CYBER
3806,CYBERMANCER/DR. SUZI
3807,CYBERSLIK
3808,CYBERTOOTH/YEN HSIEH
3809,CYBORG X/
3810,CYCLONE
3811,CYCLONE II/PIERRE FR
3812,CYCLOPS 2013
3813,CYCLOPS DOPPELGANGER
3814,CYCLOPS II
3815,CYCLOPS | MUTANT X-V
3816,CYCLOPS/SCOTT SUMMER
3817,CYLLA
3818,CYLLA II
3819,CYNAS
3820,CYPHER/DOUG RAMSEY
3821,CY-PHYRR 4
3822,CYPRESS/
3823,CYRA [ASGARDIAN]
3824,CYTTORAK
3825,"DABOIA, RUSSELL"
3826,"DABUTA, NIGEL"
3827,"DA COSTA, EMMANUEL"
3828,DADDY LONGLEGS/RAMSE
3829,DADDY WRONGLEGS
3830,DAGDA
3831,DAGGER/TANDY BOWEN |
3832,DAGGER/TANDY BOWEN
3833,"DAHN, FARNOQ"
3834,DAI-KUMO
3835,"DAKESIAN, NANCI"
3836,DAKIMH THE ENCHANTER
3837,DAKINI
3838,"DAKOR, YOGI"
3839,"D'ALEXIS, AMBER"
3840,DAMAGE
3841,DAMBALLAH
3842,DAMBALLAH II
3855,"DAMIAN, DR. DANIEL"
3856,"DAMIAN, MARGO"
3857,DAN-FARR
3858,"D'ANGELO, LIEUTENANT"
3859,DANGOR
3860,DANIA
3861,"DANIELS, BRIE"
3862,"DANNING, SHEILA"
3863,DANSEN MACABRE
3864,DANTE
3865,"DANTES, DR. EDWINA"
3866,"DANVERS, JOE"
3867,"DANVERS, MRS. JOE"
3868,"DANVILLE, SEN. OWEN"
3869,DARCO
3870,DAREDEVIL DOPPELGANG
3871,DAREDEVIL/MATT MURDO
3872,DAREDEVIL | MUTANT X
3873,"DARE, JOHNNY"
3874,"DARE, KATHLEEN"
3875,"DARE, ROSSALYN"
3876,DARGIL
3877,DARIA
3879,DARK BEAST/HENRY MCC
3880,DARK COUNSEL/VARTU
3881,DARK CRAWLER
3882,DARKHAWK/CHRIS POWEL
3883,DARKHAWK DOPPELGANGE
3884,DARK
3885,DARK HUNTER
3886,DARK MASTER
3887,DARK MOTHER/FINALITY
3888,DARK ONE
3889,DARKOTH/MAJOR DESMON
3890,"DARKOVER, PROFESSOR"
3891,DARK RAIDER
3892,DARKSTAR/LAYNIA SERG
3893,DARK WIND/KENJI OYAM
3894,DARLA
3895,"DARLEGUNG, GEN."
3896,"DARROW, MARISSA II"
3897,"D'AURIA, JACK"
3898,DAVIDOFF
3899,"DAVID, PETER"
3900,"DAVIS, ABBY"
3901,"DAVIS, PRINCIPAL"
3902,DAWN
3903,"DAWSON, DICTIONARY"
3907,DAYDREAMER/CATHERINE
3908,DAY
3909,DAYTRIPPER/AMANDA SE
3952,DAZZLER/BURTRAM WORT
3953,DAZZLER II/ALLISON B
4381,DEADAIR
4382,DEADBOLT
4383,DEADEYE/
4384,DEAD HEAD/
4385,DEADHEAD
4386,DEADLY DORIS
4387,DEADMAKER/GREGORI AN
4388,DEADPOOL/JACK/WADE W
4389,DEAD RINGER/LOU
4390,"DEAN, BETTY"
4391,"DEAN, DARBY"
4392,"DEANGELO, DEVLIN"
4393,"DEAN, SUSAN"
4394,DEATH ADDER
4395,DEATHBIRD [SHI'AR]
4396,DEATHCHARGE
4397,DEATHCRY [SHI'AR]
4398,DEATH
4399,DEATHLOK/COLONEL LUT
4400,DEATHLOK II/COL. JOH
4401,DEATHLOK III DOPPELG
4402,DEATHLOK III/MICHAEL
4403,DEATHLOK IV
4404,DEATHLOK | MUTANT X-
4405,DEATHRAVEN/JOSHUA RA
4406,DEATH'S HEAD
4407,DEATHSHIELD/
4408,DEATH-STALKER
4409,DEATH STING/MIRANDA
4410,DEATHSTROKE/
4411,DEATHTOLL
4412,DEATHUNT 9000
4413,DEATHURGE
4414,DEATHWATCH/STEPHAN L
4415,DECAY/
4416,DECAY II/YOSHIRO HAC
4417,DECIBEL
4580,DEFENSOR
4581,"DEGANN, KRIS"
4582,DEIMOS
4583,"DEKKER, GENERAL LYLE"
4584,"DELACORTE, ARTHUR"
4585,DE LA COURTE
4586,"DE LA FONTAINE, CONT"
4587,"DE LA JOYA, SISTER M"
4588,"DELANY, CAPT."
4589,"DE LA SALLE, BEATRIC"
4590,"DE LA SPIROSA, COUNT"
4591,"DELAZNY, CHARLES L."
4592,"DELAZNY, DORIAN"
4593,"DELGADO, FATHER"
4594,DELGADO
4595,"DELGADO, LUZ"
4596,"DELGADO, RUFUS"
4597,"DEL HIERRO, BLANCA"
4598,DELILAH
4599,DELPHI
4600,DELPHI II
4601,"DELPHIS, SIR"
4602,DELPHOS
4603,DELUGE
4604,DELUGE II
4605,DEMEITYR
4606,DEMI-GOD
4607,DEMITRIUS
4608,DEMOGOBLIN
4609,DEMOLITION MAN/DENNI
4610,DEMOLITION MAN DOPPE
4611,DEMON BEAR
4612,DEMONICUS/DR. DOUGLA
4613,DEMONSTAFF
4614,DENAK
4615,"DENNAGER, MICHAEL"
4616,"DENNEHY, ROBERT"
4617,"DENNIS, MARTY"
4619,"DEPALMA, MR."
4620,"DEPAUL, SHIELD SPECI"
4621,DESADIA
4622,DESAK/DESAK STERIXIA
4623,DESIGNATE/TARENE
4624,DESOLATION/
4625,"DESTINE, ADAM"
4626,"DESTINE, NEWTON"
4627,DESTINY II/IRENE ADL
4628,DESTINY/PAUL DESTINE
4629,DESTRAK
4630,DESTROYER III
4632,DESTRUCTOR/PROFESSOR
4633,DETHSTRYK
4634,DEUCE
4635,"DEUTSCH, GEN."
4636,DEVASTATOR II/GREGOR
4637,DEVASTATOR/KIROV PET
4638,"DEVERAUX, INSPECTOR"
4639,"DEVEREAUX, IRIS"
4640,"DEVEREAUX, MICHELLE"
4641,DEVIL DINOSAUR
4642,DEVIL DINOSAUR | MUT
4643,"DEVILLE, ARCADIA"
4644,"DEVILLE, JENNIFER CR"
4645,DEVIL-SLAYER/ERIC SI
4646,"DEVINE, ANTON"
4647,DEVLOR
4648,"DEVOOR, ALBERT"
4649,DEVOS THE DEVESTATOR
4650,DEVOURER
4651,"DEWITT, KEARSON"
4652,"DEWITT, LUCIUS"
4653,"DEWOLFF, JEAN"
4654,"DEWOLFF, MEREDITH"
4655,DEXAM
4656,DEX
4657,"DEZOAN, JOHN"
4700,DHEREK
4759,DIABLO/ESTEBAN DE AB
4760,DIAMONDBACK
4761,DIAMONDBACK II/RACHE
4762,"DIAMOND, BOB"
4763,"DIAMOND, CHUCKY"
4764,"DIAMONDE, YVETTE"
4765,DIAMONDHEAD/DYKER
4766,DIAMOND HEAD
4767,"DIAMOND, KATHY"
4768,DIAMOND LIL/LILLIAN
4769,"DIBBS, LIONEL"
4770,DIBDEB
4771,DICE/ROB FORTUNE
4772,"DICHINSON, RICKY"
4773,"DIEGO, MANUEL"
4774,DIE'ODE/
4775,"DIETZ, SUSAN"
4776,DIGGER
4777,DIGGER II/
4778,"DILLON, ANITA"
4779,"DILLON, BERNIE"
4780,"DILLON, JONATHAN"
4781,DINAH-SOAR
4782,DINU
4783,DIONYSUS [GREEK GOD]
4784,"DIPALMA, JOHNNY"
4785,DIRECTOR X
4786,DIRGE/
4787,"DIRKSON, GUS"
4788,DIRT NAP
4789,DIRTY WOLFF
4790,DISCUS
4791,DISPROSIUM
4792,DISTORTER
4793,DIVINITY
4794,"DIXON, GENERAL"
4795,DIZZIE
4796,D'KAY
4797,D.K./DAVID KALEN
4798,D'KEN [SHI'AR]
4862,DMITRI
4868,D.O.A.
4869,DOC
4870,"DOCKERY, RUPERT"
4871,DOC SAMSON/DR. LEONA
4872,DOC SAMSON | MUTANT
4873,DOCTOR DREDD
4874,"DOCTOR, DR. JOSHUA"
4875,DOCTOR MANDIBUS
4876,DOGGEREL
4877,"DOLAN, CAPT. THOMAS"
4878,"DOLAN, STACY"
4879,DOLLAR BILL
4880,DOLMAN
4881,"DOMANI, DINO"
4882,DOMINA
4883,DOMINEX
4884,DOMINO
4885,DOMINO II
4886,DOMINO III/BEATRICE/
4887,DOMINUS
4888,DOMINUS II
4889,DOMO
4891,"DONALDSON, LINDA"
4892,DONAR
4893,"DON, GAI NO"
4894,"DONLEAVY, HANNAH"
4895,"DONNELY, VICTORIA TO"
4896,"DONOHUE, TREVOR"
4897,DONYELL
4902,"DOOM, DR. BOB"
4904,DOOMSDAY MAN
4905,DOOMSDAY MAN II
4906,DOOP
4907,DOORMAN
4908,DOPPELGANGER
4909,"DORCAS, LEMUEL DR."
4910,DORMA [ATLANTEAN]
4911,DORMA II [ATLANTEAN]
4912,DORMAMMU
4913,"DORNOVA-BLONSKY, NAD"
4914,DORREK II
4915,DORREK [SKRULL]
4916,DOUGHBOY
4917,DOUGLOCK 2013
4918,"DOVER, DONNA-LEE"
4919,DOVINIA
4965,DRACCHISS
4966,DRACULA | MUTANT X-V
4967,DRACULA/VLAD TEPES
4968,DRAGONA
4969,"DRAGONBLOOD, ULYSSES"
4970,DRAGONESS
4971,DRAGONFIST
4972,DRAGONFLY II/MEIKO Y
4973,DRAGONFLY/VERONICA D
4974,DRAGONHEAD
4975,DRAGON MAN
4976,"DRAGONMEGAS, JESSIE"
4977,DRAGON OF THE MOON
4978,DRAGONUS
4979,DRAGONWING/
4980,"DRAGO, VALERIE"
4981,"DRAKE, CARLTON"
4982,"DRAKE, FRANKLIN"
4983,"DRAKE, MADELINE BEAT"
4984,"DRAKE, MALCOLM"
4985,"DRAKE, WILLIAM ROBER"
4986,"DRAN, DAMON"
4987,DR. ANGST/FLOYD MANG
4988,DRAX/ARTHUR DOUGLAS
4989,DRAX DOPPELGANGER
4990,DRAX | MUTANT X-VERS
4991,DR. BONG
4992,DR. DECIBEL/ANTON DE
4993,DR. DOOM CLONE/VICTO
4994,DR. DOOM DOPPELGANGE
4995,DR. DOOM | MUTANT X-
4996,DR. DOOM | TIMESLIDE
4997,DR. DOOM/VICTOR VON
4998,DR. DRUID/ANTHONY LU
4999,DREADFACE
5000,DREADKNIGHT/BRAM VEL
5001,DREADNAUGHT
5002,DREAMGUARD/DEPUTY WI
5003,DREAMING CELESTIAL/T
5004,DREAM QUEEN
5005,"DREYFUSS, RACHEL"
5006,DR. FAUSTUS
5007,DR. GOODWRENCH
5008,DR. HYDRO
5009,"DRISCOLL, MAYOR"
5010,DR. MIDAS/
5011,DR. MIME
5012,DR. NEMESIS/DR. STOC
5013,DR. OCTOPUS II/CAROL
5014,DR. OCTOPUS | MUTANT
5015,DR. OCTOPUS/OTTO OCT
5016,DROMEDAN
5017,DR. PHOBOS
5018,DR. POWER/DR. MAXIMU
5019,DR. SPECTRUM II/DR.
5020,DR. SPECTRUM III/REV
5021,DR. SPECTRUM/JOSEPH
5221,DR. STRANGE DOPPELGA
5222,DR. STRANGE | MUTANT
5223,DR. STRANGER YET
5224,DR. STRANGE/STEPHEN
5225,DR. SUN
5226,DR. SYNNE
5229,DRUID/DREDMUND CROMW
5230,DRUIG
5231,"DRUMM, COLLETTE"
5232,"DRUMM, JERICHO"
5233,DR. VAULT
5234,DR. VOLKH/VLADIMIR O
5235,DRY
5236,DR. ZEUS
5244,D'SPAYRE
5245,D'SPRYTE
5248,"DUBOIS, DR. CLAUDIA"
5249,"DUBOIS, HERVE"
5250,"DUBOIS, NOAH"
5251,DUCHARME
5252,"DUCRESTE, ABRIAN"
5253,"DUFFY, SGT. MIKE"
5254,"DUGAN, DUM DUM | MUT"
5255,"DUGAN, TIMOTHY ALOYI"
5256,DULB
5257,"DULTRY, MARGARET"
5258,"DUNCAN, FRED"
5259,"DUNER, MAJOR"
5260,"DUNHAM, LAURA"
5261,"DUNLEAVY, GEN. ARLEN"
5262,"DURAN, CONAL"
5263,DUSK
5264,DUSK III
5265,"DUVALL, SNAKY"
5266,DWELLER IN DARKNESS
5267,D'WON
5268,"DWORMAN, JIM"
5269,"DWYER, MARISSA"
5270,DYNA-MITE/ROGER AUBR
5310,"EARLE, CARYN"
5311,EARTH-LORD/KYLE BROC
5312,EARTHQUAKE
5313,EBONY
5314,ECCE [WATCHER]
5315,ECHO/MAYA LOPEZ
5316,ECLECTA/
5317,ECLIPTIC
5318,ECSTACY/MME. RENE DE
5319,EDDA
5320,"EDGERTON, GAYLE"
5321,"EDGERTON, MR."
5322,EDITOR
5323,"EDWARDS, MARTIN/DR."
5324,EELAK
5325,EEL II/EDWARD LAVELL
5326,EEL III
5327,EEL/LEOPOLD STRYKE
5328,EENY
5329,EFFIGY/LT. VELMAX/JA
5330,EGGHEAD/PROF. ELIHAS
5331,EGMA
5332,EGO
5333,EGO-PRIME
5335,"EHMAN, HEIDI"
5336,EIGHTBALL
5337,EILIF DRAGONSLAYER
5338,"EISMAN, BETTY"
5339,EITRI
5340,EJULP
5341,EKAK
5342,EL AGUILA
5343,ELAMRON
5344,ELATHAN
5345,EL CONQUISTADOR
5346,ELECTRA
5347,ELEC'TRIX/
5348,ELECTRO/MAX DILLON
5349,ELECTRON
5350,ELECTRYON
5351,ELEJEA
5363,ELEKTRA/ELEKTRA NATC
5364,ELEKTRA | MUTANT X-V
5365,"EL GIBAR, ACHMED"
5366,ELITE/
5367,EL JAGUAR
5368,"ELLENTHORPE, MARIAH"
5369,"ELLINGTON, DR./TRAVI"
5370,"ELLIS, KEN"
5371,ELO
5372,ELSIE DEE
5373,EL TIGRE
5374,EL TORO NEGRO/SERGIO
5375,EL TORO ROJO
5376,EL UNO
5377,EL VAMPIRO
5378,ELWOOD
5379,ELYSIA
5380,ELYSIUS
5381,EMBER
5382,EMPATH/MANUEL ALFONS
5383,EMPLATE/MARIUS ST. C
5384,EMPRESS R'KILL [SKRU
5385,EMPRESS S'BYLL [SKRU
5386,ENCHANTER
5387,ENCHANTRESS/AMORA/HE
5388,"ENDO, DR. SUZI"
5389,ENFORCER/DELAZNY
5390,"ENGLEHART, STEVE"
5391,ENRAGED
5392,ENRAKT
5393,ENT
5394,ENTITY
5395,ENTITY II
5396,EON
5397,EPHESUS
5399,EPOCH
5400,"EPSTEIN, MORRIS"
5401,"EPSTEIN, MRS."
5402,"EPSTEIN, PROF. NORA"
5403,"EPURER, GISCARD"
5404,EQUILIBRIUS
5405,EQUINOX/TERRY SORENS
5406,ERBIUM
5407,ERG
5408,ERIC THE RED II
5409,ERIC THE RED [SHI'AR
5410,ERISHKIGEL
5411,ERISHKIGEL II/HOLLY
5413,EROS
5414,"ERWIN, CLYTEMNESTRA"
5415,"ERWIN, MORLEY"
5416,ESON [CELESTIAL]
5417,ESON II
5418,ESSEX
5419,"ESSEX, REBECCA"
5420,"ESTAVES, DR. ROSA"
5421,"ESTAVES, MARIE"
5422,ETERNAL BRAIN/PROFES
5423,ETERNITY/ADAM QADMON
5424,ETUBAN
5425,"ETZION, GENERAL"
5426,EUROPIUM
5427,"EVANS, DORIS"
5428,"EVE 3,031"
5429,"EVERETT, BILL"
5430,EVER
5431,EVERWRAITH/
5432,EVERY-MAN
5433,EVILHAWK/DARGIN BOKK
5434,EXALTED ONE
5435,EXALT
5436,EXECUTIONER
5437,EXECUTIONER III/BRUT
5438,EXECUTIONER II/SKURG
5439,EXECUTIONER IV
5440,EXECUTIONER V
5441,"EXETER, LT."
5442,EXILE
5443,EXITAR
5444,EXODUS/BENNET DUPARI
5445,EXPEDITER II/ZOE CUL
5446,EXPEDITER/JOHN WRAIT
5447,EZEKEEL
5458,FACADE
5459,FACE/COL. EISEN
5460,FAGIN
5461,FAHE
5462,"FAIRMONT, AMANDA MAN"
5463,"FAIRMONT, HANNAH"
5464,FAITH
5471,FALCONA [INHUMAN]
5472,"FALCONER, CALVIN"
5473,FALCON/SAM WILSON
5474,"FALK, DR. JENNIE"
5475,FALLEN | MUTANT X-VE
5476,"FALLON, HOWARD"
5477,"FALLON, MEG"
5478,"FALLON, RIGBY"
5479,"FALSWORTH, KENNETH"
5480,FALZON
5481,FAMINE/AUTUMN ROLFSO
5482,FAMINE | MUTANT X-VE
5483,FANCY DAN
5484,FANDRAL [ASGARDIAN]
5485,FANDRAL | MUTANT X-V
5486,FANG
5487,FANG II
5488,FANG III
5489,FANTASIA
5490,FANTASMA
5491,FARAHD
5492,"FARGO, FLAGG"
5493,FAROUK
5494,"FARREL, MIKE"
5495,FATALE/PAMELA GREENW
5496,"FATE, IAN"
5497,FATHER TIME
5498,FATH
5499,"FAVERSHAM, DAPHNE"
5500,FAWKES
5501,"FAWN, FELICIA"
5502,FAYRELYTE STRONGHEAR
5503,FAZE
5504,FEAR EATER/KKALLAKKU
5505,"FEIFFER, DEPUTY BEAU"
5506,"FELDSTADT, DR. HANS"
5507,FENRIS
5508,"FENSTER, RICHARD"
5509,"FENTON, BARNEY"
5510,FENWAY
5511,FERA
5512,FERAL/MARIA CALLASAN
5513,FER DE LANCE/TERESA
5514,"FERGUSON, ISABEL"
5515,FEROCIA/
5516,FERON
5517,"FERRARI, CONNIE"
5518,FERRIS
5519,FERRO2
5520,FEUER
5521,FEVER PITCH/
6052,"FIDDLER, BARNEY"
6053,FIELDER
6054,"FIELDING, CLARENCE"
6055,"FIELDS, MARJORIE"
6056,"FIELDS, PROF. WILLIA"
6057,"FIELDS, TODD"
6058,FIELDSTONE/
6059,"FIELDS, TRACI"
6060,"FIELSTEIN, FIREWORKS"
6061,FIFOLET
6062,"FILLMORE, BETTY"
6063,"FILLMORE, GARRET"
6064,"FILLMORE, SHERIFF DO"
6065,FIM
6066,FIN FANG FOOM/MIDGAR
6067,FIN FANG FOOM | MUTA
6068,FIN/PETER NOBLE
6069,FIREARM/
6070,FIREBALLS/JACK FARLE
6071,FIREBIRD/BONITA JUAR
6072,FIREBOLT
6073,FIREBRAND/GARY GILBE
6074,FIREBRAND II/BROXTEL
6075,FIREBRAND III/RICHAR
6076,FIREBUG/
6077,FIRE EATER/TOMAS
6078,FIREFALL II
6079,FIREFALL III/ARCHIE
6080,FIREFALL IV/TARN
6081,FIREFALL/KARAS
6082,FIREFIGHT/
6083,FIREFIST II/
6084,FIREFIST/RUSTY COLLI
6085,FIREFLY
6086,FIREFLY II
